Customer_ID,Customer_Name,Customer_Type,Industry,Region,Country,City,Email,Phone,Registration_Date,Account_Status,Payment_Terms,Credit_Limit,Account_Manager
CUST00160,Vance PLC,Retail,Finance,East,UK,Dennishaven,sanderswayne@allen.com,001-582-372-2992x75037,2023-11-05,Active,Net 60,914266,Priya Nair
CUST00161,Young-Barnett,Retail,Education,South,USA,Paulmouth,williamsdeborah@padilla.com,001-849-589-2665x9184,2025-12-27,Inactive,Net 45,183515,Priya Nair
CUST00162,Gomez-Parrish,Enterprise,Education,South,India,Sparkstown,scotthall@schneider.com,+1-813-265-1777x392,2023-09-02,Active,Net 45,141751,Arjun Kumar
CUST00163,Anderson PLC,Government,Telecom,West,Singapore,East Crystal,macdonalddylan@scott.net,(899)404-1379x7723,2026-07-21,Active,Net 60,365172,Priya Nair
CUST00164,Hanson PLC,Enterprise,Telecom,East,USA,Garymouth,ecarlson@gray.com,9382862912,2026-02-12,Active,Net 30,791426,Sneha Patel
CUST00165,"Goodwin, Davis and Hopkins",SMB,IT,South,UK,Port Erikachester,cwood@moreno.biz,(899)616-2473x149,2023-03-16,Suspended,Net 15,913021,Sneha Patel
CUST00166,Fletcher Inc,Enterprise,Finance,South,Singapore,New Adrianborough,robert12@pearson-king.net,(995)694-6368x87258,2024-03-15,Inactive,Net 45,855688,Rahul Sharma
CUST00167,"Cooper, Thornton and Fitzgerald",Government,Education,East,UK,Lake Jerryburgh,lewisrichard@owen-mendez.com,(360)612-7961,2023-06-26,Suspended,Net 15,717054,Rahul Sharma
CUST00168,Miller-Johnson,Enterprise,IT,South,Singapore,Ariasfurt,jennifer90@bowman.com,484.230.9883,2024-08-27,Active,Net 15,934377,Rahul Sharma
CUST00169,Pena and Sons,Government,Logistics,West,India,West Kimberlystad,msullivan@smith.net,689-455-4393x7690,2025-01-21,Inactive,Net 45,516725,Priya Nair
CUST00170,"Rodriguez, Jones and Phillips",Government,Finance,East,USA,Port Williamview,heather69@carrillo-todd.info,+1-279-607-1416x33565,2023-09-16,Suspended,Net 15,712143,John Thomas
CUST00171,Davis-Nunez,Government,Telecom,East,UK,Charlesburgh,nedwards@adams.com,333.334.3333x9521,2025-10-14,Inactive,Net 60,379670,Arjun Kumar
CUST00172,"Smith, Vincent and Rubio",SMB,Manufacturing,West,India,Watsonmouth,kvillanueva@henry-joyce.net,763-892-0867x808,2023-01-31,Active,Net 15,144270,John Thomas
CUST00173,Bray-Wolfe,SMB,Finance,West,USA,Stewarttown,craignicolas@nguyen.com,(484)934-7955,2025-03-15,Active,Net 15,296726,Rahul Sharma
CUST00174,Barnes LLC,Retail,IT,North,Singapore,Melissaview,iwhite@parks.com,+1-866-932-2702,2022-09-27,Inactive,Net 30,671019,Sneha Patel
CUST00175,"Holmes, Le and Floyd",Retail,IT,East,India,Johnshire,rosshannah@lewis.info,+1-317-754-5588x4506,2023-04-16,Active,Net 30,928806,John Thomas
CUST00176,"Johnston, Banks and Thompson",Government,Healthcare,South,Australia,Michaelhaven,champton@james.info,+1-722-756-9961x1253,2024-01-28,Active,Net 15,223532,John Thomas
CUST00177,"Adams, Newman and Nelson",SMB,IT,South,UK,Normanstad,lgutierrez@martinez.com,001-313-326-1117x8006,2023-10-30,Suspended,Net 30,996369,Arjun Kumar
CUST00178,"Moore, Pena and Mcclure",Enterprise,Finance,South,UK,Jeromeport,isims@roberson.com,878.648.7282x9979,2024-07-19,Suspended,Net 60,236240,Sneha Patel
CUST00179,Fernandez-Ballard,Government,Logistics,East,USA,Parkerchester,eric00@ochoa.info,+1-507-274-0649,2026-04-05,Inactive,Net 45,912061,Priya Nair
CUST00180,Lopez-Khan,Retail,IT,East,Singapore,Fosterburgh,oclayton@miller-garrett.net,001-994-648-4631x22417,2025-10-12,Inactive,Net 45,159575,Rahul Sharma
CUST00181,Flores and Sons,Enterprise,Logistics,East,UK,New Andrewville,joseph70@davis.info,356.447.5705,2022-01-27,Suspended,Net 15,386199,Rahul Sharma
CUST00182,Rowe-Jones,Government,Manufacturing,East,UK,Whiteview,hclayton@wright.com,471.283.7645,2026-04-09,Active,Net 60,675646,Priya Nair
CUST00183,"Martinez, Olson and Evans",Government,Education,West,UK,Paigeborough,youngryan@jackson.org,763-300-9792,2023-09-17,Active,Net 30,695588,Priya Nair
CUST00184,Porter Ltd,Government,Finance,East,India,Sarahton,kellyeric@moody.net,+1-657-930-6524x0778,2023-03-18,Suspended,Net 15,758754,Sneha Patel
CUST00185,"Lopez, Bailey and Oconnor",Government,Telecom,North,Singapore,Mikaylaside,caseymoore@weiss-weaver.info,7863209593,2026-03-07,Inactive,Net 30,310910,Sneha Patel
CUST00186,Lee-Vega,Retail,Healthcare,South,USA,New Justin,hdavidson@mills.com,(820)931-7310,2026-01-25,Suspended,Net 45,257990,Arjun Kumar
CUST00187,"Miles, Scott and Diaz",Retail,Manufacturing,North,India,North Sarahborough,fhebert@owen-brown.net,001-365-309-4801x4138,2023-07-24,Inactive,Net 15,188155,John Thomas
CUST00188,"Cruz, Lee and Sandoval",Retail,Finance,South,Singapore,New Kara,xreese@ray.biz,922-786-8528,2024-04-11,Active,Net 30,491501,John Thomas
CUST00189,"Frey, Nguyen and Watson",SMB,Logistics,West,India,Mckenziemouth,annalewis@howe.info,(700)249-0824x0433,2023-12-11,Inactive,Net 45,77856,Rahul Sharma
CUST00190,"Dixon, Duncan and Duncan",Retail,Finance,North,India,North Stevenberg,josephpreston@hall.com,001-369-631-5727,2021-11-30,Suspended,Net 15,891461,John Thomas
CUST00191,"Stokes, James and Deleon",SMB,Telecom,South,USA,Michaelchester,hconrad@adkins.com,+1-460-248-0589x2583,2024-12-08,Active,Net 15,306609,Sneha Patel
CUST00192,Mullins-Johnston,Government,Education,South,Australia,East Ryanfurt,davidmiller@mcgee.biz,562.527.8376x93898,2022-03-16,Inactive,Net 60,238456,Priya Nair
CUST00193,Frank-Morris,Enterprise,Manufacturing,North,USA,North Emilychester,michael55@rios.com,+1-279-527-0335x211,2022-11-07,Suspended,Net 15,90809,Sneha Patel
CUST00194,Smith-Benson,Government,IT,East,UK,West Shannontown,jason83@payne.net,692.206.9804x2043,2025-07-20,Inactive,Net 60,227900,Rahul Sharma
CUST00195,"Landry, Jones and Guerrero",Enterprise,Logistics,South,Australia,Michelletown,michelle63@romero-mckinney.com,698.712.3878x0038,2025-10-06,Active,Net 30,413476,Arjun Kumar
CUST00196,Garner-Smith,SMB,Finance,South,USA,Michaelport,wendyirwin@cain-garrett.biz,8845325621,2025-02-22,Inactive,Net 45,242192,John Thomas
CUST00197,Berry Group,Enterprise,Telecom,East,USA,Reneemouth,ndaniels@taylor.com,782-462-9251x8812,2021-11-05,Active,Net 15,758362,John Thomas
CUST00198,Beard-Gutierrez,Retail,Telecom,North,UK,Turnerview,kimberlyrodriguez@johnson.org,499-993-9330x517,2024-10-10,Suspended,Net 60,428165,Priya Nair
CUST00199,Christian Group,Government,Logistics,West,Australia,Taylorborough,antonioduran@schaefer.com,001-233-812-7975x7366,2024-04-04,Active,Net 30,811379,Arjun Kumar
CUST00200,Carr-Newton,Government,Healthcare,West,UK,New Danielmouth,richjohn@foster.net,001-403-947-6447x26490,2025-06-09,Active,Net 30,729418,Sneha Patel
CUST00201,Sharp Inc,Government,Finance,North,USA,Port Brenda,phillipmorris@white.com,814.452.1117x518,2024-10-25,Inactive,Net 15,674712,Rahul Sharma
CUST00202,"James, Tate and Barr",Retail,IT,North,India,East Misty,kaylawilliams@collins-mack.info,221-923-0940x7778,2023-08-15,Active,Net 45,657847,Priya Nair
CUST00203,Chapman Group,Enterprise,Logistics,East,UK,Ortizland,sanchezamy@fuller.com,(705)302-0994,2022-01-05,Inactive,Net 15,660411,Arjun Kumar
CUST00204,Butler and Sons,Government,Education,South,USA,Lake Justin,tammycurry@huynh-davis.com,856-516-8147x21458,2023-05-17,Suspended,Net 15,175995,John Thomas
CUST00205,"Brown, Duncan and Krause",Government,IT,North,India,South Jenniferport,ulynch@fox-carney.com,(599)678-7729,2023-03-30,Inactive,Net 15,930438,Rahul Sharma
CUST00206,Wilson Group,Government,Telecom,South,UK,Lake Melaniechester,wwilliams@shaffer.com,214-448-8501x556,2023-03-31,Suspended,Net 15,61344,Sneha Patel
CUST00207,Bass-Nielsen,SMB,Education,West,India,Hendrickston,timothyburton@huang.com,249.758.8039x55124,2024-10-14,Inactive,Net 15,825435,John Thomas
CUST00208,"Ferguson, Martin and Obrien",SMB,IT,North,USA,New Darryl,janet50@gutierrez-crawford.com,(974)238-4215x031,2025-09-13,Suspended,Net 60,87641,Rahul Sharma
CUST00209,"Moore, Peterson and Webb",Government,Finance,North,USA,Kimberlyberg,shortsharon@haney.biz,001-681-204-0915x701,2026-07-05,Suspended,Net 30,742558,Sneha Patel
CUST00210,Fowler-Clark,Government,IT,East,USA,East Justin,kendra14@moore.com,+1-588-413-8585x424,2022-03-15,Suspended,Net 45,805164,Priya Nair
CUST00211,Austin-Morgan,Government,Education,West,UK,Williamstown,dberger@reyes.biz,(429)397-9545x3817,2025-07-30,Inactive,Net 45,299321,Rahul Sharma
CUST00212,Bryant Ltd,SMB,Logistics,West,UK,Ruizbury,michellejensen@myers-lyons.com,477-301-7157x72459,2025-01-17,Active,Net 30,184055,Priya Nair
CUST00213,"Robles, Nguyen and Banks",Government,Logistics,West,India,Amandafurt,pallen@moore.com,001-396-969-5832x197,2024-05-12,Active,Net 30,689896,Sneha Patel
CUST00214,"Davis, Wallace and Parker",SMB,IT,West,Australia,Jonesville,pmurphy@brown.org,001-602-627-8469x97335,2025-04-17,Inactive,Net 60,261837,Priya Nair
CUST00215,"Haas, Cooper and Davis",Government,Healthcare,South,USA,New Valeriefurt,melissabrown@faulkner.com,840-836-9656,2025-04-19,Inactive,Net 45,865862,Sneha Patel
CUST00216,"Clark, Thompson and Taylor",Enterprise,Finance,West,UK,Bridgesstad,qmoore@taylor.com,(876)421-2679,2025-06-17,Suspended,Net 45,943741,Arjun Kumar
CUST00217,"Coleman, Wilkins and Cruz",Enterprise,Education,North,Australia,East Roger,lanemelanie@joseph.biz,+1-995-300-9751,2022-10-21,Inactive,Net 15,243259,Rahul Sharma
CUST00218,"Simon, Terrell and Terrell",Retail,Telecom,East,India,Stevenland,sanchezcrystal@horne.org,790-658-0778x7956,2024-01-21,Inactive,Net 30,231144,Arjun Kumar
CUST00219,Johnson PLC,Enterprise,IT,South,India,Jessicashire,bryan79@berry.com,001-690-647-1281x4429,2023-10-13,Suspended,Net 15,608221,Priya Nair
CUST00220,Figueroa PLC,Retail,Finance,South,Australia,New Joanne,lwood@patton-young.com,705.212.9276x63723,2023-11-05,Active,Net 60,271888,Sneha Patel
CUST00221,Williams Group,SMB,Logistics,North,India,Alvarezfort,noahthornton@baker-moreno.biz,7478658018,2023-11-30,Active,Net 60,780051,Arjun Kumar
CUST00222,Nelson-Lang,Government,Finance,North,Australia,Destinyfurt,vmejia@navarro.com,752.558.0010x61817,2024-01-03,Active,Net 45,803019,John Thomas
CUST00223,Lee-Johnson,SMB,Manufacturing,South,India,North Sheenaborough,ericksondavid@anderson.org,(812)744-7174,2023-10-14,Suspended,Net 60,243283,John Thomas
CUST00224,Norman LLC,Retail,Telecom,North,Australia,South Paulton,stephanie42@jones-krause.com,+1-662-371-2863x917,2021-11-22,Suspended,Net 15,913561,John Thomas
CUST00225,Jones Ltd,SMB,IT,South,India,Kimberlytown,ohernandez@fitzpatrick.biz,525-269-0877x661,2024-11-12,Active,Net 30,236626,Sneha Patel
CUST00226,"Meyers, Olson and Bradley",Enterprise,Education,East,India,Mathewport,pbrown@diaz.com,943.328.0634x615,2025-04-27,Active,Net 45,505699,Priya Nair
CUST00227,"Lopez, Johnson and Johnson",Enterprise,Manufacturing,East,USA,South Paul,victor70@morgan.com,(213)987-8293x1027,2021-12-26,Suspended,Net 30,992929,Rahul Sharma
CUST00228,Haynes and Sons,Retail,Healthcare,West,UK,East Cynthiaport,bryantgeorge@brown.org,+1-731-536-5651x982,2021-12-25,Inactive,Net 15,843719,Sneha Patel
CUST00229,"Thompson, Brown and Hill",Government,IT,North,Singapore,Jacksonstad,samuelfrost@anderson.org,(420)571-0021x9467,2022-10-24,Inactive,Net 15,815537,John Thomas
CUST00230,"Nelson, Cole and Allen",Enterprise,Healthcare,East,Singapore,New Heather,jennifersalazar@burton.com,(508)633-1819x58837,2022-01-17,Active,Net 15,854034,Rahul Sharma
CUST00231,Rodriguez and Sons,SMB,Telecom,South,India,Jimenezburgh,brownmichael@hamilton.org,001-970-710-8220x78113,2025-02-27,Suspended,Net 60,878952,Sneha Patel
CUST00232,Burgess LLC,Government,Healthcare,South,Singapore,Port Daniel,coreyrojas@bennett.com,997.506.2397x2652,2024-08-24,Suspended,Net 30,727114,Sneha Patel
CUST00233,Harris-Martinez,Retail,Finance,South,Australia,West Derekmouth,wbarnes@robinson-phillips.com,+1-992-698-3168x7397,2021-09-20,Active,Net 60,922388,Sneha Patel
CUST00234,"Patterson, Salas and Wright",Enterprise,Finance,West,Australia,Rileyshire,robinvillanueva@baird-williams.info,001-280-868-6717x7318,2023-06-14,Inactive,Net 15,134082,Priya Nair
CUST00235,Howard and Sons,Government,Finance,West,UK,North Timothyport,jacquelinehodge@silva.com,001-862-657-0165x804,2026-03-18,Active,Net 15,149616,John Thomas
CUST00236,"Norton, French and Miller",Retail,Telecom,North,UK,Jillton,pamela16@marshall-williams.com,(381)983-2538,2026-07-13,Suspended,Net 60,526840,Sneha Patel
CUST00237,"Clark, Mcgee and Perez",Government,Manufacturing,North,Australia,Rachaelhaven,eramirez@reed-tucker.net,578-984-7951,2022-05-04,Inactive,Net 60,922638,John Thomas
CUST00238,Myers and Sons,SMB,Telecom,East,Australia,Susanland,martindaniel@crawford.net,+1-304-268-2756x7043,2023-07-28,Suspended,Net 15,124553,Rahul Sharma
CUST00239,"Newman, Jenkins and Cooper",Government,Logistics,East,USA,Toddhaven,kellis@villanueva.com,437-654-0254x729,2023-02-23,Inactive,Net 60,728250,Sneha Patel
CUST00240,Franco Ltd,SMB,Logistics,East,USA,East John,chaneyautumn@green-lopez.net,001-205-852-5782x841,2025-11-04,Inactive,Net 30,239004,Sneha Patel
CUST00241,Gould LLC,Retail,Logistics,South,Australia,North Tara,deborah47@montes-webster.org,+1-529-975-1702x81406,2024-08-20,Inactive,Net 45,178232,Rahul Sharma
CUST00242,Nguyen PLC,Retail,Logistics,South,Singapore,New Alicia,james18@rhodes-rosario.net,(837)759-9805x6265,2021-09-12,Active,Net 45,182079,John Thomas
CUST00243,Cooper-Parker,SMB,Logistics,South,India,Sawyerland,jessicawallace@lara-roberts.biz,001-862-399-1234x7851,2021-08-26,Inactive,Net 45,313579,Arjun Kumar
CUST00244,Fowler-Nelson,Government,Education,North,Australia,New Steven,jamescollier@spencer-williams.com,001-647-687-3002,2025-08-13,Inactive,Net 60,777955,Arjun Kumar
CUST00245,Valdez LLC,SMB,Telecom,East,India,Whitebury,wilsonjoshua@george.org,296.447.1589x0429,2024-04-25,Inactive,Net 15,647897,Rahul Sharma
CUST00246,Johns-Taylor,SMB,Finance,West,UK,North Joseph,wfields@roberts.com,732.419.2855x44518,2021-09-15,Inactive,Net 30,729181,Sneha Patel
CUST00247,Holmes LLC,Retail,Telecom,East,UK,Jenkinsburgh,robinsonwesley@pope.org,001-788-681-6711x207,2024-09-05,Active,Net 60,792406,Sneha Patel
CUST00248,Montoya PLC,Government,IT,South,UK,Geraldport,garnerdavid@vincent.com,323-221-6110x7603,2025-12-18,Suspended,Net 30,277286,Priya Nair
CUST00249,"Brown, Wilson and King",SMB,Education,South,Australia,West Elizabethville,morajamie@lopez.com,524-395-5289,2022-06-09,Active,Net 45,974044,Rahul Sharma
CUST00250,"Hines, Rice and Baldwin",Government,Logistics,East,Australia,Georgeside,beltrancorey@knapp.info,(892)371-2566x383,2024-04-08,Active,Net 45,335555,Priya Nair
CUST00251,Owens PLC,Government,Education,West,UK,South Kathryn,angela01@snyder-cruz.info,+1-447-238-6463x175,2025-10-11,Suspended,Net 45,822944,Arjun Kumar
CUST00252,"Garcia, Kim and Barrett",Retail,Telecom,North,Australia,North Douglasfurt,figueroapatricia@brown.com,696.813.6749,2024-08-16,Suspended,Net 60,833204,John Thomas
CUST00253,Estrada-Clements,Retail,Education,East,India,Dixonberg,qrodriguez@crawford-fuller.com,7104170269,2024-03-03,Active,Net 45,842058,Rahul Sharma
CUST00254,"Hanson, Wolf and Guerrero",SMB,Telecom,South,USA,Sparksborough,ebony78@daniels-pacheco.net,+1-900-961-6756,2021-11-25,Active,Net 45,600719,Rahul Sharma
CUST00255,Thompson Ltd,Enterprise,Telecom,South,Singapore,Nicoleburgh,tjordan@price.info,+1-888-797-7828x06479,2024-01-06,Suspended,Net 60,333707,Rahul Sharma
CUST00256,Brown-Garza,Enterprise,Manufacturing,North,UK,Port Michael,hubbardcolleen@davis-reed.com,(250)733-3491x14152,2021-11-30,Inactive,Net 30,211779,John Thomas
CUST00257,Barrett-Henderson,Enterprise,Telecom,North,Singapore,Adamsfort,odomnicholas@morris-davis.info,735-878-5294,2023-04-24,Inactive,Net 45,720611,Rahul Sharma
CUST00258,Reid-Dickson,SMB,Education,East,India,Port Melissaborough,joseph49@ballard-weber.com,001-791-395-4198x763,2024-02-29,Inactive,Net 60,608819,Rahul Sharma
CUST00259,"Brock, Reynolds and Fernandez",SMB,IT,West,Australia,South Richard,jpowers@ibarra.net,(297)537-4896,2024-09-10,Active,Net 30,891047,John Thomas
CUST00260,Hernandez-Hernandez,Retail,Manufacturing,North,Australia,Meganchester,michelle13@adams-mitchell.com,993-863-1230x347,2025-03-09,Inactive,Net 30,735375,Priya Nair
CUST00261,"Bullock, Harris and Nelson",SMB,Logistics,East,UK,West Kristineview,dawnwilliams@tucker.com,694-916-5162x31981,2022-05-13,Active,Net 15,114288,Arjun Kumar
CUST00262,Greene LLC,SMB,IT,West,UK,Marisafurt,selenarobinson@thompson.info,(449)707-8515x86734,2025-08-21,Inactive,Net 45,882599,Rahul Sharma
CUST00263,"Richardson, Parker and Brewer",Enterprise,Telecom,North,Singapore,Port Joditon,johnnycruz@mullen.com,+1-537-660-6441,2023-05-21,Active,Net 30,780023,Priya Nair
CUST00264,Moon Ltd,Retail,IT,South,India,Natashachester,hillchristopher@ruiz-gutierrez.com,001-961-224-8156x985,2022-01-14,Active,Net 15,226076,Rahul Sharma
CUST00265,"May, Mccoy and Gibbs",Enterprise,Telecom,South,USA,North Richard,lee11@wright.com,+1-365-877-2429x543,2024-09-21,Inactive,Net 45,803753,Priya Nair
CUST00266,Long Group,SMB,Logistics,South,USA,North Stacy,rebeccamccann@green.com,(896)994-2152x9108,2025-10-19,Suspended,Net 60,374912,John Thomas
CUST00267,Walker and Sons,Enterprise,Healthcare,East,India,Port Lisa,keith76@reynolds.org,643.562.6204,2025-06-07,Inactive,Net 15,966838,Rahul Sharma
CUST00268,Wood Ltd,SMB,Telecom,West,USA,Millerfort,monicamccann@mcdaniel-reeves.biz,001-294-211-8005x3759,2023-10-03,Inactive,Net 60,456845,John Thomas
CUST00269,"Harvey, Turner and Foster",Government,Logistics,East,Singapore,Davidside,carpenterjorge@vasquez.com,686-624-1502x74564,2025-12-29,Inactive,Net 30,656229,Priya Nair
CUST00270,Graham-Martin,Government,Healthcare,East,India,Gallagherberg,jbrown@hall.info,927-361-7075x877,2022-11-08,Inactive,Net 30,423706,Priya Nair
CUST00271,Bailey and Sons,SMB,Telecom,East,Singapore,Henryburgh,anna93@bolton.com,(413)271-5041x65915,2022-04-14,Active,Net 15,915580,John Thomas
CUST00272,Rivas-Keller,SMB,Healthcare,East,Singapore,Fullerview,riverabradley@tapia.org,(830)345-0189,2024-12-27,Active,Net 60,78380,Sneha Patel
CUST00273,Thompson-Hanna,Government,Healthcare,West,USA,Davisborough,paulpowell@goodwin.info,(849)325-1583x77674,2025-03-10,Inactive,Net 30,852514,Sneha Patel
CUST00274,Austin-Hamilton,Retail,IT,East,UK,Davishaven,teresa32@rose-holland.com,276-317-4224x3864,2021-12-24,Inactive,Net 45,275314,Sneha Patel
CUST00275,"Rodriguez, Coleman and Davis",Enterprise,Education,East,India,Michaelshire,mackallen@stanley.biz,6167459779,2023-03-10,Suspended,Net 60,569984,Sneha Patel
CUST00276,Lopez Ltd,Government,Finance,North,Singapore,Monicaville,aferguson@wilson-jackson.info,469.274.9956x412,2023-03-21,Active,Net 60,862395,Arjun Kumar
CUST00277,Cabrera Ltd,Retail,Finance,North,UK,Port Anthony,pwong@graham.net,414.472.7601,2025-05-20,Active,Net 60,469065,Sneha Patel
CUST00278,Ruiz-Heath,SMB,Telecom,South,USA,East Kenneth,awilliams@mccoy.biz,(579)298-4076x78997,2026-02-02,Inactive,Net 45,979705,John Thomas
CUST00279,Henderson LLC,Government,Finance,South,Australia,West Patriciachester,nwilson@reed.com,001-637-857-3839x5972,2025-02-21,Suspended,Net 15,962935,Sneha Patel
CUST00280,"Delgado, Ward and Kennedy",Government,IT,East,USA,New Jared,estradadavid@moore.com,(274)333-8005x45228,2024-06-20,Inactive,Net 45,979065,Arjun Kumar
CUST00281,Wilson-Perez,SMB,Education,South,Australia,South Jonathan,kristen08@kemp-castaneda.net,+1-310-477-1199x180,2022-08-07,Active,Net 30,438076,Rahul Sharma
CUST00282,Bartlett and Sons,SMB,Education,West,Australia,Jeanhaven,goconnor@holland.com,437-360-3754,2023-11-10,Suspended,Net 30,775495,Rahul Sharma
CUST00283,Espinoza-Perry,Retail,Finance,East,India,East Karen,icobb@gutierrez-ortiz.info,250.872.0811x55626,2021-11-29,Suspended,Net 15,797512,Arjun Kumar
CUST00284,"Nielsen, Hernandez and Andrews",SMB,Healthcare,North,Australia,Robertside,jennifer55@wilcox.org,(867)538-9975,2024-02-28,Suspended,Net 15,202999,Arjun Kumar
CUST00285,Johnson LLC,Retail,Telecom,North,UK,Hardyberg,jason88@boyd-sherman.com,3082943468,2024-10-07,Inactive,Net 45,607685,Priya Nair
CUST00286,Sims-Gomez,Enterprise,Finance,West,India,Port Debraville,vevans@chavez.org,001-889-535-4492,2022-06-28,Active,Net 15,819299,John Thomas
CUST00287,Black-Lee,Retail,IT,North,Singapore,Shawnberg,fpoole@brown.info,871.658.6988,2026-07-26,Active,Net 45,367348,Sneha Patel
CUST00288,Fields-Barajas,Retail,Manufacturing,North,India,Dennischester,drewmartinez@ellis.net,837-370-2851,2022-08-16,Suspended,Net 45,199381,Arjun Kumar
CUST00289,Armstrong-Williams,Government,Manufacturing,West,USA,North Nathan,kevin70@thomas.biz,7443327018,2021-12-22,Inactive,Net 30,771864,Sneha Patel
CUST00290,Olson-Collins,Retail,Finance,North,India,Mcculloughfurt,mdavenport@gill.info,001-277-925-1996x63658,2023-12-15,Suspended,Net 45,267285,Sneha Patel
CUST00291,"Davis, Martin and Johnson",Enterprise,Healthcare,North,India,Annville,leechristine@todd.info,701.882.0433x97189,2021-12-23,Active,Net 45,346141,Arjun Kumar
CUST00292,Atkins-Johnson,SMB,Telecom,North,USA,Whitetown,patrick11@weaver.com,(741)424-6209,2021-10-29,Suspended,Net 45,246733,Priya Nair
CUST00293,"Brown, Price and Flores",Enterprise,Finance,North,India,Orozcoview,hdavid@harris.org,978.886.1405,2022-02-25,Suspended,Net 45,368647,John Thomas
CUST00294,Johnson-Schultz,SMB,Logistics,West,Singapore,West Angelashire,sanchezangela@torres.info,883-925-8238,2021-12-13,Suspended,Net 60,678349,Sneha Patel
CUST00295,Hess PLC,Retail,Finance,South,Singapore,Deniseburgh,brownsandra@harper-franco.biz,(839)384-0289x141,2022-10-13,Suspended,Net 60,846657,Sneha Patel
CUST00296,"Hawkins, Ramirez and Reynolds",Enterprise,Logistics,West,Australia,Nicolemouth,tiffany74@bates.com,279.250.2097,2023-01-27,Inactive,Net 15,960830,Priya Nair
CUST00297,Peters-Horton,Enterprise,Logistics,East,USA,Farmerside,cobbdebra@ryan.info,+1-215-569-5620x17537,2021-10-06,Suspended,Net 30,831725,Priya Nair
CUST00298,Becker-Fletcher,SMB,IT,South,India,North Lisa,lindsey33@coffey-johnson.info,001-593-403-6149x872,2022-02-25,Suspended,Net 60,480424,Arjun Kumar
CUST00299,"Anderson, Brown and Green",Enterprise,IT,East,Australia,New Jessica,james08@king.biz,+1-505-266-4187x7580,2023-12-17,Active,Net 15,684457,Arjun Kumar
CUST00300,Patel-Stewart,SMB,Finance,West,India,Leeland,mooneyjeremiah@coleman.com,541-710-7609x54317,2022-01-22,Active,Net 15,792488,Sneha Patel
CUST00301,Stone-Young,Enterprise,Manufacturing,North,India,Port Carolmouth,garrettbeth@villegas.biz,612-807-0496x11080,2025-01-04,Suspended,Net 60,569777,Sneha Patel
CUST00302,Williamson Group,SMB,Education,West,UK,Port Carol,chavezsteven@hobbs-harvey.com,+1-507-485-9311x0919,2025-12-04,Inactive,Net 30,385441,Sneha Patel
CUST00303,Kelly-Olson,Enterprise,Logistics,East,Australia,Lopezberg,brownlarry@palmer-pearson.com,498-222-7495x4508,2023-08-13,Suspended,Net 15,444583,Rahul Sharma
CUST00304,"Fuentes, Hansen and Brown",Enterprise,Logistics,North,Singapore,Jamesborough,kristenpeterson@alvarez.com,001-995-294-6521,2025-10-24,Inactive,Net 45,936926,Sneha Patel
CUST00305,Mora Ltd,Government,Telecom,North,India,Lake Jerry,johnnavarro@aguirre-bennett.biz,(405)601-5081,2025-05-05,Active,Net 15,189999,Rahul Sharma
CUST00306,Welch LLC,Government,Telecom,South,USA,North Jamesport,jefferygreen@morgan.com,(330)724-1026,2023-05-21,Suspended,Net 45,503449,Priya Nair
CUST00307,Bryant-Wood,SMB,IT,East,Australia,Donnahaven,ejohns@thomas.com,586.655.9630,2022-11-10,Inactive,Net 60,216703,Priya Nair
CUST00308,Wright-Soto,SMB,Telecom,North,Australia,Moniquehaven,fclark@gibbs-mendez.com,668.857.8725x58777,2026-07-25,Inactive,Net 15,344923,Sneha Patel
CUST00309,"Johnson, Robinson and Harris",SMB,Manufacturing,East,Singapore,South Jeffery,koneal@walls.com,+1-212-914-7853,2025-12-14,Suspended,Net 45,470182,Priya Nair
CUST00310,"Rogers, Hayes and Reynolds",Retail,Healthcare,East,Australia,Lindamouth,patrick27@baker.com,348-388-1431,2024-08-29,Active,Net 45,900538,Sneha Patel
CUST00311,Payne LLC,Retail,Logistics,North,Singapore,Lake Mark,julie43@munoz.net,804-545-6690x782,2023-07-12,Suspended,Net 45,946782,Arjun Kumar
CUST00312,"Curry, Wells and Black",Enterprise,Manufacturing,South,UK,Sharpmouth,latoya53@carrillo-wolfe.com,778.505.2924x075,2025-02-28,Inactive,Net 30,187084,Arjun Kumar
CUST00313,Jennings-Powell,Retail,Manufacturing,West,UK,Marktown,weekseric@carroll-lloyd.org,001-966-336-1863,2024-05-23,Active,Net 45,194539,John Thomas
CUST00314,"Hayden, Fowler and Torres",Retail,Finance,West,USA,North Emily,antoniobarker@johnson-gonzalez.biz,833-848-1705x8025,2022-12-06,Inactive,Net 15,748956,Arjun Kumar
CUST00315,Anderson Group,SMB,IT,South,UK,Paulfurt,davidharris@meyers-ortega.com,+1-394-893-8743x027,2023-09-11,Suspended,Net 45,225211,Priya Nair
CUST00316,"Murphy, Carroll and Henry",Government,Manufacturing,East,India,Johnstonland,debbie75@kirby.com,(632)696-7629x16032,2022-03-01,Inactive,Net 15,973945,Arjun Kumar
CUST00317,"Barber, Barrera and Kerr",Retail,Telecom,South,India,Riddleside,carneycharles@gordon.biz,824.538.0701x765,2024-12-20,Active,Net 30,662492,Sneha Patel
CUST00318,Smith Inc,SMB,Telecom,North,USA,West Ellen,ewashington@kelley.info,(674)322-0912,2026-02-22,Active,Net 45,656217,Priya Nair
